Embedded_text
" O atacante Gustavo França viajou com a delegação, mas acabou sentindo um desconforto na coxa no último treino preparatório, já realizado na cidade de Erechim (RS), e foi vetado pelo Departamento Médico.

#ABCFC
#BrasileiroSérieC
#OMaisQueridoDoRN"
Pareço uma criança feliz quando saio do treino e ganho elogios da treinadora. Fico assim 
Imagens do jogo-treino entre Vasco e Portuguesa-RJ https://supervasco.com/noticias/imagens-do-jogo-treino-entre-vasco-e-portuguesa-rj-342761.html…
"Um pouco do DIA DO GRÊMIO, direto lá do CT Luiz Carvalho tu confere por aqui: https://youtu.be/L0UgDBaabsY

- Retorno do Ferreira 
- Baixas do treino 
- Bastidores lá do CT 
- Léo Gomes apareceu 
- Brenno voltando 

Bora lá no canal da 
@CoperoTV
!"
"Treino da Seleção Brasileira de Street em São Paulo na preparação para o Pro Tour de Roma (ITA).

Andamos nas pistas da Saúde, Prafinha, Quadra Espraiada, Bom Retiro, Jockey e R2 Skatepark.

Leia mais http://cbsk.com.br

Fotos: Julio Detefon e Divulgação / CBSk"
td vez q passo na frente de um crossfit na minha cabeça passa um sonoro E SE
amigas q estranho… decidi parar de tomar whey por causa de espinha mas voltei a tomar creatina ontem e hj no treino comecei a suar com cheiro de amonia.. pensando akirr
simplesmente treino com a playset do Devil may cry 5
"Ridículo, mas pra mostrar o que o pré treino novo quase me leva deste plano hoje!"
Pela foto de acabado no chão da academia pós treino o que será que malhei hj???? 
"21.06, mais uma tentativa de mudar de vida e recuperar tudo que perdi. Eu gostaria de ter ido pro Crossfit mas meu psicológico ainda está muito abalado pra estar naquele ambiente. Enfim, hoje oficialmente dou início a mais uma tentativa. Vamos jogar esses 12kg FORA! #secacarol"
COMPREM tem 20g de proteina e é uma das mais gostosas que ja comi kkkk uma dica do nada
Todo final de treino pensando: mas o que eu tô fazendo com a minha vida?
"21.06 |  CY

: Gravando, treino de picking.."
Se tu pula o treino de perna tu não pode ser meu amigo
"Ainda estou exausto, mas valeu cada segundo de treino! 
Saio desse EP realizado demais 
Bicampeão do Rev 4x100 
Campeão do futsal 
Campeão Geral do EP 
 "
Meia lasanha de pré treino
"Na tarde desta terça-feira, a equipe realizou o último treino antes do embarque para Maceió.
: 
@lucasuebel
 / Grêmio FBPA

Leia em: https://gremio.net/noticias/detalhes/25371/com-parte-do-treino-de-portoes-fechados--gremio-trabalha-no-ct-e-inicia-viagem-para-maceio-#.YrIw1l23_wU.twitter…"
"sou apaixonado na categoria: tias de academia 

as gatas no intervalo da zumba jogando um cento de salgado com bolo de whey pra dentro 

mitológicas "
"Muito bom após um dia de treino, ainda ver a LOS/FLA ganhando no Academy do CBLOL."
a carinha de cansada pós treino de hoje
"fui tão feliz hoje no treino de tênis mesmo sendo o meu primeiro, mal sabendo jogar e ainda sendo pós aquilo lá que nem sei se posso chamar de prova.... mas por o treino foi massa demais me fé até esquecer por um momento!"
Me sentindo 100% peituda metida depois desse treino
"Último treino antes do Clássico-Rei. #BoraVozão! 

 Felipe Santos / Ceará SC

#CearáSC #Vozão #Brisanet"
Break my soul tocando na minha box de Crossfit. Beyoncé quebra barreiras mesmo.
" Fotos do treino do Cruzeiro realizado hoje pela manhã na Toca da Raposa II.

 Gustavo Aleixo |  
@Cruzeiro"
"Dar um treino ali com meu mano 
@_mts007_
 rever meus arremessos de bomba"
"Não, mas e essa fuga aqui? Cada dia o Vini lança uma braba! 

Aiai esse aposentado 

Não é só leão de treino hein 
@VinizinRz"
"Corinthians tem voltas importantes ao treino antes do duelo com o Santos;

Mosquito (Covid-19)
Bruno Melo (Covid-19)
Willian (desconforto)
Junior Moraes (alergia)

Vítor Pereira deve ter menos baixas pra amanhã. Relacionados sai uma hora antes."
"Recém-contratado, Diego Rigonato faz primeiro treino no Ceará"
"//  Com jogadoras da dupla Gre-Nal, Seleção Brasileira faz primeiro treino na Dinamarca

Lorena, do Grêmio, Duda Sampaio e Gabi Barbieri, do Inter, são as representantes do futebol gaúcho"
Depois do treino de hj.
"Laçador quando fica doente só precisa de vitamina T....
                
                      Treino"
"O mega-time vencedor das atividades do Palmeiras no treino de hoje.

Quem ai escala?"
"Com elenco quase completo, 
@Palmeiras
 faz treino técnico antes de Choque-Rei pela Copa do Brasil ➤ http://bit.ly/3QDpP7v

#AvantiPalestra

Seja AVANTI  http://avantipalmeiras.com.br"
"bom, denis ja esta treinando pela BD agora, e outra o thur pode jogar o treino da NFA?"
"Eu vou entrar numa piscina e vou nadar 2.5km sem parar daqui a pouco. Se eu parar antes, não vou nadar o circuito paraense dia 3 de julho. Minha coragem estará  concentrada toda no desempenho desse treino hoje."
Abel volta e Palmeiras faz treino tático e técnico para clássico pela Copa do Brasil; veja possível escalação
"Abel Ferreira testou negativo pra Covid-19 e acompanhou o treino na Academia de Futebol respeitando os protocolos.
Até o momento a CBF NÃO PERMITE A PRESENÇA DO TÉCNICO PALMEIRENSE NO BANCO AMANHÃ!
Palmeiras seguirá insistindo para ter seu técnico"
"Véspera de Choque-Rei com treino técnico na Academia de Futebol! 

Encerramos a preparação para o duelo de amanhã pela 
@CopaDoBrasil
! Vamos JUNTOS! ➤ https://bit.ly/3QDpP7v

#AvantiPalestra"
Imagens do treino desta quarta-feira (22) https://supervasco.com/noticias/imagens-do-treino-desta-quarta-feira-22-342941.html…
"TREINO EM MACEIÓ  Hoje, nosso elenco trabalhou em Alagoas, onde aguarda o jogo com o CSA. Roger comandou as atividades, realizando os últimos ajustes para a partida que acontece amanhã, no Estádio Rei Pelé.

: Lucas Uebel / Grêmio FBPA

Leia mais em: https://gremio.net/news/detalhes/25374/gremio-treina-em-maceio-e-esta-pronto-para-duelo-com-csa…"
Quer o blusão de treino mas prefere ele em verde? Tem na #LojaDoFlu! Você pode comprar o seu agora mesmo pelo http://loja.fluminense.com.br ou em qualquer uma das nossas unidades físicas. Aproveite!
"Muita gente se exercita para se sentir melhor. Mas, enquanto alguns ficam em êxtase depois de um treino, infelizmente outros saem da academia com náusea

https://bbc.in/3n6lmwH"
"treino de antebraço na academia 

dichavar 20g de maconha "
"Não entra na minha cabeça o cara ficar xingando e falando mal de jogador pq foi mal em treino, sendo que, treino é justamente pra ---->TREINAR<---- pra chegar no Camp e ir bem."
"Que soninho que o time entrou ein.

Pé mole, perdendo todas divididas, chegando atrasado toda hora, correndo com jeans molhado.

Que isso, avisaram pra eles que não era jogo treino?"
"O trabalho de hoje foi no Hotel Bourbon, em Atibaia. Aqui o Massa Bruta faz mais um treino amanhã cedo, antes de viajar para Curitiba. 

#MassaBruta #RedBullBragantino"
"Bruno Méndez realiza 1º treino no retorno ao Corinthians: 'Voltar é bom' https://uol.com.br/esporte/futebol/ultimas-noticias/2022/06/23/bruno-mendez-realiza-1-treino-no-retorno-ao-corinthians-voltar-e-bom.htm… via 
@UOLEsporte
 @UOL"
e o flaco lopez que foi artilheiro no treino hoje do palmeiras KKKKKKKKKKKK que seja artilheiro em tudo amém senhor capacita
Montar a cindy no cio vale por 3h de Crossfit
e o crossfit lacrador hein
" RESUMO X- TREINO (18h) | 4 quedas

1°: Top 7 com 5 abates.
2°: Top 5 com 3 abates.
3°: Top 2 com 2 abates.
4°: Top 6 com 2 abates.

  12 abates em 4 quedas:
Blessed: 3 | Thur: 4 | Knight: 1 | Surta: 4

#goNOISE"
"Jade compartilhou em seus stories um pouquinho do seu treino de hoje

| Jade via Instagram Stories."
"#SUB20  Hoje, a #BaseGremista realizou o último treino em SC antes de enfrentar a Chapecoense pelo #BrasileirãoSub20. O duelo acontece neste sábado, a partir das 15h. Bora, gurizada! 

: Renan Jardim / Grêmio FBPA 

Leia mais em: https://gremio.net/news/detalhes/25379/gremio-realiza-ultimo-treino-em-santa-catarina-antes-de-enfrentar-a-chapecoense-pelo-brasileiro-sub-20…"
"Se deixei alguém triste me perdoem, nunca foi intenção minha, mas espero ter marcado vocês por coisas boas também, obg pelo apoio de geral, seguir firme e forte nas lives, treino ou como influenciador, amo vcs"
"Tarde de treino intenso em Porangabuçu! 

No domingo tem Ceará na Arena Vozão!

#CearáSC #Vozão #Brisanet"
"Obrigado Smart fit, sai do treino tinha comida de festa junina de GRAÇA, peguei uma paçoca e já ferrei o treino... "
"Reforço do Fluminense, Alan faz treino focado na preparação física no CT Carlos Castilho"
"LIVE ÀS 21H 

Ressaca da Copa do Brasil, virando a chave para o Brasileirão e Flaco López se destaca no treino 

Convidado: @ounicodeca 

Link: https://youtu.be/32c35Dk50Ow"
eu no crossfit KKKKKKK https://twitter.com/uecaiu/status/1541070741315125248…
Orlando Bloom compartilhou alguns vídeos de seu treino na academia e é isso.
Essa camisa de treino de goleiros do United é um absurdo de linda.
"Apaixonado nessa linha de treino aqui da loja 
@Flamengo"
Meu deus cabei de ver q tem umas pessoas totalmente aleatorias no melhores amigos do ig q nao sei como foram parar la ainda bem q nao posto nada inteiramente promiscuo apenas memes fotos pos treino e musicas de idol 2d
"Com destaque para a aparição de Lucas Leiva, o técnico Roger comandou o último treino antes da partida de amanhã contra o Londrina.
O elenco do Grêmio inicia a concentração para o jogo no início desta noite.

 
@Gremio
@CoperoTV"
finalmente indo pra casa comer meu conaprole pos treino
"Reapresentação do ABC aconteceu hoje. Atletas reservas e aqueles que atuaram menos de um tempo contra o Confiança fizeram jogo-treino contra a Seleção de Extremoz e venceram por 8 a 0. Porozo (2), Gil (2), Alyson, Thallyson, Jefinho e Varão marcaram os gols. #NoArNaCBN"
Vasco posta foto de Thiago Rodrigues durante o treino no CT Moacyr Barbosa
"tw bc coxas de gordola
.
.
.
.
pós treino e ainda tô horrível não aguento mais parecer assim só queria q fossem mais finas q saco"
"Treino ta bom, em? "
"Abusem da proteína, abusem..."
treino hoje ta rendendo ne
Noise removida do treino por matar o mapa todo 
To morta mas o treino tá pago! #CROSSFIT #ritbox
"Os cara na academia combinando de tomar vodka na terça depois do treino, acho que estamos chegando no limite"
Final de treino e eu olhando o Twitter
"Minha aluna que mais tinha receio no primeiro dia, terminou o treino hoje e falou: ""primeira vez na vida que eu gosto de fazer academia"". "
O que vcs tão achando do Six e MT nesses 2 dias de treino ? Tão curtindo o estilo de game ?
Seleção sub-20 vence por 2x1 Desportivo Brasil em jogo-treino. Destaque para o bonito gol da atacante Aline Gomes. https://vimeo.com/cbftv/review/724957404/d2e51750df…
"Finalizamos a nossa semana do CBLOL Academy 0-1, porém com expectativas altas para semana que vem já que o treino de hoje foi promissor

pra cima deles, vamo.

#goLOUD"
"Programação do Santa Cruz na semana:

 Quarta-feira (29/06)
 15h - Treino - Arruda

 Quinta-feira (30/06)
 8h30 - Treino - CT

 Sexta-feira (01/07)
 15h30 - Treino - CT

 Sábado (02/07)
 8h30 - Treino - Arruda

 Domingo (03/07)
 16h - Santa Cruz x Juazeirense"
se alguém transmitir o treino das 20h me avisaa
"Recém-contratado, Jean Silva marca duas vezes, e Figueirense bate Guarani de Palhoça em jogo-treino https://bit.ly/3QUTEAQ"
Vasco publica fotos do treino desta 3ª em São José do Rio Preto; veja
"Munha quando devo toma meu pré-treino?? — ANTES do treino! Para mais dicas siga 
@munhada7"
"O treino de apronto, para a batalha de amanhã, foi realizado nesta tarde em Santa Cruz de La Sierra. 

 Felipe Santos / Ceará SC 

#CearáSC #Vozão"
"Andreas já tem programação feita para o United. Terá um período livre para descanso já que não precisa participar do início da pré-temporada por estar em atividade, retorna a Londres e definirá se acerta com o Fulham ou viaja com elenco para período de treino na Austrália #gefla"
"NOISE está em treino, avisem que vieram da Loudinhos. 

:"
" O elenco alvinegro segue sua preparação para a partida contra a Aparecidense/GO, marcada para segunda-feira (04/07).

O grupo treinou nos dois períodos nesta terça-feira (28). Pela manhã, os jogadores fizeram um treino de força no CTFIS-ABC."
"SE VC VAI PRA ACADEMIA E NAO TRANSA COM UM BRODER NO BANHEIRO O TREINO TA COMPLETO????
@assimdisseojoao
 quantas séries de 15 na rola do amiguinho?"
muito assustado com o vídeo do medido quebrando a coluna no Crossfit 
"Tomei duas vacinas, fiz LPO, Crossfit, trabalhei de casa, musculação, comecei na cerveja e hoje tem 
@Flamengo
. Vou virar Coach de otimização de tempo! Kkkkkkkkkk"
a mulher no tiktok foi fazer proteína de soja pra experimentar um almoço vegetariano e misturou carne moída na proteína kkkkkk 
" A grande dúvida é a camisa de treino do Galo da coleção Adidas. Ainda não tem informações sobre a mesma. Sexta-feira (1), quando já inicia o contrato com a fornecedora alemã, o Galo treinará com a coleção da Le Coq.

 Divulgação/Atlético-MG"
"HORÁRIOS DA INDY LIGHTS EM MID-OHIO

Sexta-feira 15h20 - Treino Livre 1
Sábado 09h35 - Treino Livre 2
Sábado 14h45 - Classificação
Domingo 11h30 - Corrida

Treinos ao vivo no Star+ e no domingo vamos com a corrida ao vivo pela ESPN 4 ao lado do 
@vitonez
 #IndyNaESPN"
"Mais um treino pra galera que curte:

(G+5)+3x5

Mais um trabalho para melhorar a saída e progressão com 3 zagueiros.

- Zagueiros e alas ficam por fora como apoio e por dentro ficam 2 meias + atacante tendo que se movimentar por estar em inferioridade numérica...+"
"acabei de comer um açaízinho e agora tomar whey 

dieta de comer mto parece q vc passa o dia só comendo igual um maluco"
"Uma coisa que me deixa indignada é o tanto que o pessoal se machuca no crossfit. Gente, que tipo de profissionais são esses que estão lá supervisionando? São formados? Têm competência?"
"bora pra live que o treino é intenso
> http://Twitch.tv/youpixel"
"Clipes que perdi hoje 
+ Creio que alinhei bem meu protocolo de treino, bom de ser coach de rotina é que sei exatamente oq fazer pra melhorar cada ponto."
"#TransiçãoGremista  A gurizada está pronta para defender o título do #BRdeAspirantes! O torneio começa amanhã e já estamos em Pelotas para enfrentar o Brasil. Nesta tarde, realizamos o último treino antes do duelo.

 Renan Jardim/Grêmio FBPA

Leia em: https://gremio.net/news/detalhes/25394/grupo-de-transicao-do-gremio-esta-pronto-para-defender-titulo-do-brasileiro-de-aspirantes…"
"Na Arena Marini, o elenco rubro-negro realizou mais um treinamento, na tarde desta quarta (29). Após o empate fora de casa, com o Paysandu, a equipe do técnico Thiago Gomes se prepara para receber o Botafogo/PB, no domingo, na Baixada. Confira imagens do treino.

 Volmer Perez"
"ESTAMOS PRONTOS! 

Encerramos mais um dia de treino no CT Lanna Drumond e nossa equipe está preparada para encarar o 
@Botafogo
!

Saiba mais  https://bit.ly/3AeLEVs

 Mourão Panda / América

#PraCimaDelesCoelho #SomosVolt"
Pós treino de hoje 
Quero saber o q eles fazem no “ treino “ não é possível
"Ilha, entrevista, elenco e treino: oficialmente, começou a Era Lisca no Sport 

 
@andersonstevens"
certeza que crossfit foi inventado por um grupo de fisioterapeutas
live do treino das 20h00?
"Na imagem vemos Sérgio Conceição com o plantel do Porto, no primeiro treino da nova época  #maistabaco"
meu pos treino foi um biscoito recheado
O jogo começou ou esse é o treino?
"Gabriel Santiago sentiu uma indisposição e não participou do treino desta quinta (30).

O atacante Roberto foi o escolhido por Burse para assumir a vaga de titular no treino.

Após testar Roberto, Honório também jogou, mas ainda não esta regularizado no BID.

: Anderson Mattos"
" Julio Abramczyk |  Vacinas e vitaminas. Contra a maioria das evidências, a população acredita mais em vitaminas e suplementos alimentares do que na vacinação"
"Finalizamos o dia de treino por hj, só Deus pra nos salvar, acho que tamo preparado pra amanha 

vs 
@arcticggoficial
 as 14:00 pelo 
@CBCS
 

#GoB4"
"90 minutos em #FamíliaPalmeiras! AMANHÃ É DIA e estamos prontos! Sextou com treino técnico-tático na Academia de Futebol ➤ https://bit.ly/3I57hJD

#AvantiPalestra"
 Time começou a ser desenhado pro jogo de domingo na Fonte. Mais imagens do treino de hoje  https://bit.ly/3NB4Bod #BBMP
"ELE VOLTOU!

Recuperado da Covid-19, o lateral-esquerdo Jorge foi a novidade do treino do Palmeiras de hoje e realizou as atividades de área externa junto aos demais companheiros."
se tem treino de snacth vou no scaled 
"Treino apronto finalizado. Amanhã é dia de mais uma batalha! 

 Felipe Santos/Ceará SC

#CearáSC #Brisanet"
Mendoza participa de treino do Ceará e pode ser novidade contra Internacional
Zagueiro artilheiro Murilo comenta a sua fase artilheira com a camisa do Palmeiras em dia de treino tático na academia de futebol.
"Comunicamos a todos os torcedores que o treino da manhã deste sábado será fechado ao público, por ordem dos órgãos de segurança pública. A ação com os sócio-torcedores permanece.

#OReiDaAmazônia"
ARQUIVO:  Quantos atletas teremos no Brazil CrossFit Championship? https://is.gd/cDTFcS
Ai que horror evento de Crossfit
Fotinha de pré treino
Pós treino dos campeões
Que finde a puro Crossfit
Fiz crossfit depois de anos. Foi horrível. Amanhã vou de novo.
"O zagueiro Maicon participou das atividades do treino desta segunda feira, e deve ficar à disposição do técnico Fabián Bustos, para o jogo contra o Deportivo Tachira da Venezuela, na Vila Belmiro."
"Tarde muito bacana acompanhando o o treino do CAP e o trabalho da 
@Monivilela
 !"
Estou tão delicinha pós treino de cueca slip 
"hoje foi meu primeiro dia no crossfit e o coach disse que o meu air squat era excelente, que eu era quase um rx... mas só deus sabe o que significa tudo isso"
Fiz hoje a primeira aula do crossfit sem ser as de iniciante. Achei que ia morrer
"“Thiago Neves fazia resenha na minha casa e só me avisava no dia, faltando pouco tempo. Já chegava lá em casa depois do treino com um monte de bebida e buffet pronto. Nunca vi isso, era loucura. Como falava ‘não’?”

 Rafael Sobis, em live com Thiago Neves e Fred.
 Reprodução"
"Treino de hoje, o próximo é só mês que vem kkkkk"
"Rapaz, uma infestação de cabelim de tom holand na academia. Sinal de treino enganchado. "
"Sobre Giovani, para os que perguntam, o status oficial segue: ""Em recuperação de uma entorse no tornozelo direito"".

Seu último treino com o elenco do Palmeiras foi no começo de maio. Ele passou por cirurgia no tornozelo no dia 12/5 e é desfalque desde então."
"Novos reforços, Thiago Galhardo e Lucas Sasha fizeram seu primeiro treino pelo 
@FortalezaEC
 nesta segunda-feira.

Vale lembrar que eles estarão aptos para estrear a partir do dia 18 de julho, quando abrem os registros de novos reforços.

 Karim Georges/FEC"
"Flamengo finaliza treino desta segunda com foco no jogo contra o Tolima

#CRF 

https://flamengorj.com.br/noticia/flamengo-finaliza-treino-desta-segunda-com-foco-no-jogo-contra-o-tolima…"
Goleiros rubronegros em ação no treino de hoje !!
Vídeo: veja como foi o treino de reapresentação do Palmeiras https://ptd.verdao.net/video-veja-como-foi-o-treino-de-reapresentacao-do-palmeiras/…
"Vão assistir o treino da Dollars família.

Venha venha

https://youtu.be/BYa3ge1-HEQ"
"finalizamos mais um dia de treino e amanhã enfrentamos 
@TeamLiquidBR
 pela upper do #VCTGameChangers 

conto com a torcida de vcs "
"Na tarde de hoje, nosso elenco se reapresentou no Sabino e foi realizado um jogo-treino contra a equipe sub-20 do Falcon. +"
#Flamengo finaliza treino desta segunda com foco no jogo contra o Tolima
"Tá rolando um ""super treino"" com os marombas da academia e eu aqui, firme e fraca."
"Hoje fiz uso pela primeira vez da expressão ""treinando na força do ódio"" e meu Deus talvez tenha sido meu melhor treino da vida kkkkk só foi um problema para levantar o braço na hora de tomar banho"
" Julián Álvarez fez hoje seu último treino no River Camp, o jogador atendeu aos torcedores que foram se despedir dele.

 
@Sofitadicarlo_"
eu sou frango pq nao tenho dinheiro pra comprar proteína ta muito caro
preguicinha pós treino 
agora meu último take de hoje sobre exercícios: pau no cu de crossfit
whey com creatina e pao de chocolate equilibrio
treino 7
treino de perna eu te amo
Crossfit é tipo: toma aqui essa barriga trincada de indenização por viver com a mão arrebentada e dor em músculos que você nem sabia que tinha 
"Fotos do treino desta 3ª no CT Moacyr Barbosa

Vasco da Gama 
@VascodaGama
: Daniel Ramalho | #VascoDaGama

Fonte: Twitter oficial do Vasco"
"hoje foi muito bom, estagio perfeito com pessoas perfeitas, fiz crossfit, subi a maquete da minha casa pro meu pai idealizar a reforma dele junto comigo, fui pra academia e agora vou tocar guitarra e é isso"
Ajustando dieta e constância de treino e tinha esquecido como me faz bem ter rotina e planejamento. Obg memória metabólica por me lembrar que já fui uma atleta disciplinada.
"Fiz uma panqueca com ovo e Whey, joguei queijo fresco de recheio e finalizei com mel. Viver é bom, às vezes."
"O cara chega de viagem no verme de ir pro crossfit, mas uma gripe repentina decidiu atrapalhar os planos. Assim eu vou ficar em falta com minhas obrigações religiosas..."
Matriculando minha personalidade no crossfit pra ver se fica forte
Você já olhou p alguém e pensou : ela tem cara de fã do Luan! Tô aqui no treino c meu filho e tem uma menina com cara de fã hahahahahaha
"Tô conseguindo me alimentar melhor
Treinar direito sem matar nenhum treino
Tô lendo todos os dias
Fazendo skincare quando acordo e quando vou dormir
Agr só falta conseguir me organizar pra dormir mais cedo msm"
amo que me mato de fazer exercício Crossfit e afins mas não deixo de comer meu delicioso lanche de noite (vivo de momentos)
Se eu canalizar meu estresse pro treino hoje eu vou sair tão peitudo
Se eu depender de disciplina em treino e alimentação pra me tornar uma grande gostosa eu tô fudidaaaaaa! Eu como muito e bebo muito. Deus me faça ryca p eu morar na estética pfvr 
"Treino do Cosmito no ar, pelotão! 
Chega junto! 

(hj mais tarde tem Lolzin tmb)
https://twitch.tv/cosmossc2"
Primeiro treino em Cali já foi. Copa América está cada vez mais perto. Dia 8 estreamos contra a Bolívia.
"TREINO DE TRILHÕES! Bailey atualizou seu Instagram com reels de vários vídeos dele treinando, clica no link para ver o vídeo completo, aproveitem para engajar a publicação do nosso menino. 

""Este é seu sinal para ir a academia""

:https://instagram.com/reel/CfpcNP7jU_4/?igshid=YmMyMTA2M2Y=…"
